	BP429B	BP360B	BP358A	BP357B	BP414B	BP432B	BP416B	BP417B	BP363B	BP362A	BP435B	BP436B	BP516A	BP355B	BP361A	BP434B	BP358B	BP466C	BP508A	BP395B	BP396B	BP588T	BP589T	BP418B	BP357A	BP419B	BP431B	BP358T	BP356A	BP390B	BP359A	BP391B	BP513A	BP363A	BP364A	BP355A	BP360T	BP355T	BP512A	BP510A	BP392B	BP506A	BP511A	BP108T	BP450C	BP507A	BP509A	BP374A	BP504A	BP361T	BP405B	BP404B	BP128A	BP491A	BP483A	BP372B	BP494A	BP401B	BP375T	BP101T	BP505A	BP369A	BP380A	BP376A	BP114T	BP103T	BP490A	BP479C	BP514A	BP415B	BP486A	BP373A	BP370B	BP500A	BP372A	BP408B	BP489A	BP126A	BP369B	BP105T	BP569T	BP485A	BP574T	BP484A	BP406B	BP407B	BP371B	BP129T	BP377A	BP371A	BP618T	BP570T	BP590T	BP575T	BP365A	BP366B	BP130A	BP397B	BP369T	BP520A	BP370A	BP127T	BP381T	BP376T	BP593T	BP363T	BP360A	BP573T	BP492A	BP370T	BP478C	BP113T	BP124A	BP112T	BP102T	BP125A	BP127A	BP129A	BP125T	BP128T	BP107T	BP124T	BP377T	BP106T	BP130T	BP585T	BP382A	BP126T	BP110T	BP487A	BP499A	BP426B	BP493A	BP421B	BP381B	BP115T	BP382T	BP380T	BP365B	BP501A	BP372T	BP371T	BP622T	BP109T	BP366A	BP457C	BP376B	BP425B	BP495A	BP381A	BP470C	BP496A	BP427B	BP473C	BP377B	BP565T	BP561T	BP111T	BP104T	BP582T	BP581T	BP365T	BP515A	BP562T	BP579T	BP619T	BP566T
BP507A	0.27502837451	0.262855762745	0.301264292157	0.272299766667	0.282854239216	0.276361964706	0.305846268627	0.29144452549	0.273000972549	0.262948929412	0.275495292157	0.299789111765	0.288793958824	0.261847960784	0.304213901961	0.298647609804	0.2835561	0.273090445098	0.25184072549	0.20943005098	0.16585704902	0.52423684902	0.505706317647	0.271882960784	0.302856837255	0.260804064706	0.240398315686	0.433597370588	0.335635521569	0.203065015686	0.300838623529	0.22835174902	0.325638627451	0.266810831373	0.288495570588	0.286161870588	0.776844962745	0.764329168627	0.291880703922	0.33765172549	0.167253198039	0.27590777451	0.226029552941	0.597717247059	0.261079476471	0.0	0.199044752941	0.256252617647	0.220809866667	0.560097123529	0.218182060784	0.250308423529	0.305809315686	0.203832809804	0.237136086275	0.236348017647	0.270712811765	0.227594205882	0.75933685098	0.737746260784	0.369815333333	0.271936452941	0.359254831373	0.408355856863	0.725658792157	0.797452952941	0.211055162745	0.206535552941	0.280715635294	0.24332095098	0.308015341176	0.304007252941	0.246065770588	0.213950321569	0.262570378431	0.219601329412	0.242806170588	0.396801339216	0.233277615686	0.754570572549	0.506473552941	0.255923682353	0.505639719608	0.213914390196	0.240333872549	0.22511527451	0.218863119608	0.634592429412	0.341939162745	0.252232586275	0.738426358824	0.519796476471	0.38616662549	0.478105478431	0.273749988235	0.245773994118	0.409625358824	0.191112531373	0.686084486275	0.369966994118	0.236936309804	0.609238315686	0.688799152941	0.602809511765	0.523404401961	0.491178845098	0.432539070588	0.534594741176	0.443382462745	0.627041570588	0.185139172549	0.732712545098	0.289639082353	0.616923192157	0.77953555098	0.440326647059	0.423210129412	0.307045082353	0.615503105882	0.562776290196	0.908150831373	0.695400729412	0.599942539216	0.728230770588	0.751565813725	0.482253690196	0.356253313725	0.652970939216	0.720631890196	0.402057027451	0.225536476471	0.209421937255	0.247993064706	0.223939011765	0.382486198039	0.949568443137	0.717768164706	0.668860905882	0.246721494118	0.237083621569	0.527885566667	0.65712615098	0.811375660784	0.914393560784	0.271670201961	0.292956780392	0.40113234902	0.262937064706	0.295012766667	0.341354964706	0.239415327451	0.251558623529	0.234786478431	0.241961770588	0.344719107843	0.43347415098	0.572095862745	0.873355421569	0.714236386275	0.594932735294	0.442319654902	0.69960882549	0.296267721569	0.629743511765	0.562825237255	0.80885675098	0.603329229412
BP509A	0.293133617647	0.234873323529	0.297304484314	0.239539982353	0.23605905098	0.265783580392	0.239446492157	0.197418517647	0.265512556863	0.277125603922	0.224968609804	0.242594303922	0.262012860784	0.228867517647	0.318190678431	0.281012221569	0.261768939216	0.265752852941	0.208145945098	0.141704431373	0.151564343137	0.506429354902	0.48280265098	0.219090768627	0.304123221569	0.223473880392	0.243034401961	0.420499013725	0.336132215686	0.168573913725	0.284106670588	0.20560307451	0.289141858824	0.295114462745	0.297015656863	0.284049843137	0.773383715686	0.758232854902	0.287824096078	0.322856815686	0.19931037451	0.287119370588	0.188372180392	0.590736905882	0.218974523529	0.199044752941	0.0	0.3082093	0.173149094118	0.554305280392	0.231828119608	0.253062847059	0.308149409804	0.239018441176	0.237448396078	0.252585766667	0.306617690196	0.252308492157	0.762729054902	0.735902719608	0.369023580392	0.341289672549	0.44058985098	0.495964268627	0.727581411765	0.795623623529	0.2648065	0.171625368627	0.289324066667	0.232344441176	0.333732298039	0.350383668627	0.292676888235	0.24648687451	0.327444343137	0.23963394902	0.257358864706	0.363874307843	0.246613894118	0.754022109804	0.470427709804	0.308536392157	0.480394013725	0.256125692157	0.253904566667	0.246030129412	0.212212433333	0.626428441176	0.398984178431	0.258484782353	0.71992135098	0.503033131373	0.356382245098	0.45739025098	0.299156984314	0.23513837451	0.383752590196	0.190166707843	0.688302921569	0.303240958824	0.304309509804	0.608351378431	0.696595866667	0.595682547059	0.510324743137	0.494230492157	0.42905747451	0.536493066667	0.465586058824	0.6120413	0.179414094118	0.730808486275	0.281977309804	0.599810878431	0.780144303922	0.426500317647	0.401041905882	0.317463270588	0.615822627451	0.558752407843	0.904745345098	0.686789588235	0.596344515686	0.71363804902	0.754509676471	0.452735239216	0.41304185098	0.645066892157	0.727457694118	0.403651615686	0.229025515686	0.181145117647	0.249483186275	0.25125872549	0.471115872549	0.945466552941	0.721111972549	0.673382447059	0.237595313725	0.246758480392	0.516581962745	0.636638629412	0.817566507843	0.91208	0.331658817647	0.261070290196	0.489326501961	0.224811213725	0.283983523529	0.412840411765	0.302167060784	0.224758341176	0.221930905882	0.305018005882	0.420333719608	0.418506543137	0.546952784314	0.872279037255	0.718356884314	0.580900096078	0.419462282353	0.6891537	0.2718528	0.603955178431	0.514101237255	0.810494515686	0.562175429412
BP374A	0.283773023529	0.297259588235	0.278785788235	0.298832466667	0.264271460784	0.314653519608	0.292512686275	0.316647292157	0.303583723529	0.268512782353	0.304862615686	0.33928087451	0.296748133333	0.284678590196	0.27843142549	0.328950011765	0.268600811765	0.274825858824	0.289023343137	0.290190429412	0.269724760784	0.563158470588	0.546861641176	0.274353378431	0.312559568627	0.261068376471	0.276012670588	0.473209415686	0.291846123529	0.293685233333	0.300669527451	0.301275154902	0.38793664902	0.307480833333	0.333334266667	0.313467464706	0.79066754902	0.795805158824	0.361244356863	0.418981641176	0.270625317647	0.351330513725	0.339519127451	0.624085531373	0.297317870588	0.256252617647	0.3082093	0.0	0.297911339216	0.574054917647	0.268577172549	0.317593962745	0.349606823529	0.290367564706	0.302712452941	0.186478501961	0.277512076471	0.282682109804	0.774728241176	0.761205333333	0.435171786275	0.242793207843	0.386381245098	0.402359329412	0.741747472549	0.812011880392	0.271612156863	0.273313954902	0.299573558824	0.227993823529	0.35489237451	0.324431258824	0.213801733333	0.234708241176	0.221046917647	0.285791715686	0.263131011765	0.450063545098	0.210953272549	0.771475527451	0.542025323529	0.283926296078	0.555653309804	0.272781137255	0.283455843137	0.287662911765	0.219474968627	0.651032768627	0.381949113725	0.235425337255	0.761957894118	0.558564886275	0.416825031373	0.527881503922	0.256266468627	0.245534890196	0.438442054902	0.28344585098	0.716523629412	0.433641117647	0.172444307843	0.625961415686	0.697182762745	0.610131380392	0.555999086275	0.518880505882	0.391757201961	0.571872660784	0.489099688235	0.668647011765	0.281177715686	0.742508394118	0.324024543137	0.629320856863	0.789698188235	0.465863339216	0.471237892157	0.3534211	0.634032809804	0.595041205882	0.912141503922	0.705934045098	0.621708447059	0.751209121569	0.768556278431	0.514746080392	0.364921837255	0.684764490196	0.728721013725	0.451001633333	0.276817317647	0.254498503922	0.333999654902	0.218084841176	0.383068231373	0.953549723529	0.722875370588	0.682202884314	0.240667719608	0.240676796078	0.535647729412	0.686344694118	0.832254901961	0.920481390196	0.285772482353	0.317170445098	0.40599895098	0.299041827451	0.320609956863	0.368707798039	0.287240607843	0.29543822549	0.263000154902	0.192513752941	0.376216062745	0.463890854902	0.612674880392	0.883998156863	0.727888027451	0.629310631373	0.481831362745	0.70640492549	0.2726963	0.65389507451	0.606131584314	0.815461745098	0.6306208
BP504A	0.299356531373	0.249456754902	0.314312919608	0.261594503922	0.270423235294	0.277198329412	0.244087868627	0.239416627451	0.285773	0.2697306	0.208080472549	0.21806504902	0.250813629412	0.232674898039	0.335923447059	0.297467511765	0.268933421569	0.273481096078	0.230815447059	0.161478086275	0.164346394118	0.504871856863	0.484924701961	0.236902866667	0.277235213725	0.218672460784	0.240660217647	0.43133122549	0.359324721569	0.138814662745	0.305386854902	0.193521996078	0.302757972549	0.276316694118	0.307791147059	0.264512443137	0.788085327451	0.772241247059	0.269381194118	0.320441890196	0.206408041176	0.262120782353	0.179900533333	0.606067317647	0.238995452941	0.220809866667	0.173149094118	0.297911339216	0.0	0.57181584902	0.268029409804	0.258020662745	0.324506801961	0.247466170588	0.221729007843	0.268222660784	0.27942452549	0.270321880392	0.776962937255	0.752607566667	0.332539313725	0.315020923529	0.39307147451	0.453685398039	0.7437918	0.813699568627	0.258079907843	0.173763156863	0.268281796078	0.24684642549	0.301969584314	0.3163379	0.306784911765	0.267002109804	0.310181147059	0.264867192157	0.264084598039	0.372079680392	0.267511141176	0.755367003922	0.461020878431	0.277492180392	0.462422060784	0.247175672549	0.253175147059	0.269942388235	0.237328343137	0.64929804902	0.35810982549	0.240990766667	0.724734652941	0.512821503922	0.354987582353	0.459983898039	0.338873388235	0.232526115686	0.379016766667	0.213703303922	0.694541658824	0.328351276471	0.294271976471	0.622725939216	0.696805819608	0.58920884902	0.517027794118	0.496004045098	0.450241478431	0.535097968627	0.488325098039	0.626091723529	0.177080458824	0.748154788235	0.308243615686	0.61990407451	0.796510645098	0.441066356863	0.411714611765	0.33244665098	0.632208572549	0.57677212549	0.923564866667	0.704075243137	0.609262931373	0.735019496078	0.772614472549	0.46157245098	0.381345380392	0.667474927451	0.737628380392	0.372067737255	0.239971511765	0.239739996078	0.267038303922	0.274168133333	0.425134770588	0.962242447059	0.723742823529	0.686828447059	0.274807733333	0.263547468627	0.530851472549	0.645104252941	0.832151033333	0.929201835294	0.317600331373	0.293682776471	0.442058862745	0.248140519608	0.280607170588	0.363668941176	0.283824264706	0.231939737255	0.224903203922	0.299864609804	0.380780080392	0.429386864706	0.565847411765	0.890792652941	0.735555111765	0.590398319608	0.425366843137	0.709549621569	0.246206964706	0.621520354902	0.531900354902	0.818343492157	0.584688707843
BP361T	0.574034635294	0.531313682353	0.5194078	0.523625545098	0.549914045098	0.560285598039	0.582676639216	0.557483680392	0.543411809804	0.569157072549	0.534767203922	0.550498243137	0.551185062745	0.570194123529	0.546975558824	0.558284329412	0.546363019608	0.557228203922	0.563385739216	0.562217139216	0.555008933333	0.433629435294	0.550628013725	0.575278688235	0.587747807843	0.581475941176	0.573324709804	0.319564443137	0.549941766667	0.577934296078	0.523143735294	0.528337178431	0.557149127451	0.553681798039	0.498625490196	0.571430147059	0.492595537255	0.525568170588	0.585523886275	0.577974892157	0.534315662745	0.580729078431	0.565581327451	0.456667358824	0.573366478431	0.560097123529	0.554305280392	0.574054917647	0.57181584902	0.0	0.535119243137	0.560217794118	0.498236690196	0.563741078431	0.565100915686	0.524586984314	0.588432127451	0.55143952549	0.504791845098	0.467676270588	0.584492292157	0.593413654902	0.601838390196	0.603493270588	0.455788484314	0.512937798039	0.576001082353	0.573122056863	0.584174088235	0.560836462745	0.586515088235	0.613925529412	0.52182912549	0.569600817647	0.578470215686	0.538097566667	0.53104674902	0.563568564706	0.507983711765	0.510137119608	0.548179319608	0.598639178431	0.589560098039	0.589483737255	0.537118184314	0.538738143137	0.511795552941	0.417557819608	0.574742913725	0.567275733333	0.547710035294	0.496738329412	0.491034215686	0.443902347059	0.498262496078	0.530948160784	0.549991039216	0.534684388235	0.590177962745	0.587950196078	0.537529417647	0.458456	0.488935954902	0.469035521569	0.471107047059	0.258745443137	0.612906856863	0.490091966667	0.620716143137	0.574757647059	0.565243256863	0.491144762745	0.497829107843	0.412021817647	0.478139341176	0.482724570588	0.527123590196	0.489664127451	0.424766009804	0.417082672549	0.583444790196	0.475650492157	0.49074192549	0.514260756863	0.493352172549	0.440962256863	0.533998813725	0.49169447451	0.439366147059	0.593587264706	0.559240313725	0.555700511765	0.55084072549	0.578550692157	0.585077921569	0.585812629412	0.526068452941	0.4757571	0.504426460784	0.56185472549	0.334607254902	0.570924137255	0.552281439216	0.561165719608	0.565432784314	0.555000805882	0.609449358824	0.587406039216	0.599151780392	0.598589590196	0.563465890196	0.576638245098	0.567495915686	0.541811764706	0.580216909804	0.406110607843	0.559922778431	0.53244307451	0.427034545098	0.572991592157	0.438647547059	0.369394756863	0.604053833333	0.533515521569	0.559197545098	0.590175294118	0.578130192157
BP405B	0.301039858824	0.251127819608	0.30489645098	0.258189760784	0.282041401961	0.306506892157	0.305646109804	0.298728052941	0.274566288235	0.300794492157	0.281520113725	0.307288423529	0.310762215686	0.297841688235	0.320918896078	0.314401286275	0.296909070588	0.300292462745	0.285939111765	0.25842464902	0.218758901961	0.52374727451	0.499515947059	0.293738390196	0.357688031373	0.282680886275	0.270818517647	0.424451890196	0.328679990196	0.271127919608	0.303592864706	0.25952842549	0.355170660784	0.327547672549	0.332535729412	0.333956252941	0.767018517647	0.759709660784	0.354469415686	0.380364531373	0.194895843137	0.338190784314	0.277794311765	0.598304711765	0.253271721569	0.218182060784	0.231828119608	0.268577172549	0.268029409804	0.535119243137	0.0	0.138750629412	0.322354356863	0.179992494118	0.175541860784	0.185639576471	0.311715245098	0.124570564706	0.733630194118	0.724109011765	0.415353739216	0.33389374902	0.406971472549	0.443856658824	0.707905570588	0.778017037255	0.170950988235	0.251761845098	0.318787907843	0.239795043137	0.301556582353	0.370012627451	0.19642587451	0.236622966667	0.317656215686	0.119314417647	0.200007792157	0.417973019608	0.191591758824	0.737107821569	0.470843386275	0.248862186275	0.485831505882	0.198227039216	0.157600258824	0.110974794118	0.177431584314	0.625992109804	0.39458605098	0.267970717647	0.740724290196	0.49531385098	0.366610035294	0.467836496078	0.274822421569	0.209500333333	0.417771776471	0.195199168627	0.68044295098	0.404329494118	0.245785523529	0.596464207843	0.644916460784	0.562724207843	0.513397572549	0.476092898039	0.428621088235	0.525392841176	0.406332664706	0.629873345098	0.25252522549	0.713338609804	0.286783633333	0.605046735294	0.759251752941	0.439773696078	0.434713433333	0.329343503922	0.610069892157	0.557325343137	0.882912405882	0.685413464706	0.576464992157	0.713878556863	0.739034105882	0.484094033333	0.350910080392	0.637071992157	0.705757178431	0.384254378431	0.244639803922	0.203955896078	0.184786870588	0.231512594118	0.406203886275	0.918960770588	0.670976656863	0.644733892157	0.194916488235	0.217593207843	0.511405717647	0.653600768627	0.805891964706	0.889871001961	0.325757639216	0.223150394118	0.430703947059	0.241372313725	0.323463760784	0.380484441176	0.226506670588	0.25889397451	0.223737237255	0.220278843137	0.39013592549	0.422096933333	0.569302237255	0.849640141176	0.701718180392	0.598922231373	0.450088398039	0.665326686275	0.333756668627	0.610119847059	0.567956631373	0.792937384314	0.599975984314
BP404B	0.324366147059	0.262780496078	0.353928794118	0.275810311765	0.309906870588	0.315588419608	0.306532158824	0.318413180392	0.305987643137	0.329374117647	0.284485915686	0.28818017451	0.319541264706	0.307621572549	0.367305854902	0.32551184902	0.328854276471	0.331580845098	0.307668156863	0.261285145098	0.224414715686	0.53357877451	0.500497513725	0.306678768627	0.36739277451	0.294734688235	0.271860166667	0.446569213725	0.379637101961	0.252689294118	0.341459117647	0.275383298039	0.352020403922	0.336670996078	0.350903833333	0.337491862745	0.791014339216	0.776405768627	0.350193331373	0.371267419608	0.211638288235	0.32648877451	0.279106168627	0.616780384314	0.2735211	0.250308423529	0.253062847059	0.317593962745	0.258020662745	0.560217794118	0.138750629412	0.0	0.340285739216	0.174630092157	0.134600007843	0.231133531373	0.308235866667	0.141748947059	0.759199356863	0.750247139216	0.406243596078	0.349440743137	0.396050356863	0.45040595098	0.737239196078	0.807748345098	0.161718166667	0.259017098039	0.30291685098	0.271305358824	0.272107011765	0.369539421569	0.251524162745	0.281956243137	0.343125692157	0.143457478431	0.237229503922	0.413031386275	0.236350176471	0.762777768627	0.461741145098	0.23324554902	0.464379864706	0.191745684314	0.157635668627	0.141293729412	0.212700096078	0.649517821569	0.387599029412	0.270270268627	0.748097888235	0.50098104902	0.377685221569	0.470714717647	0.310035411765	0.2211635	0.429833672549	0.218525017647	0.689716784314	0.387373586275	0.281429243137	0.622765484314	0.660501070588	0.570403280392	0.520777468627	0.495276692157	0.457641976471	0.537223282353	0.429137003922	0.629671033333	0.241157670588	0.74128847451	0.311517321569	0.629015890196	0.7884205	0.461862454902	0.444433007843	0.343494352941	0.634480768627	0.584579576471	0.907406717647	0.710044172549	0.597383201961	0.733538837255	0.762271045098	0.493802372549	0.35199394902	0.662161664706	0.730992082353	0.338695227451	0.246890707843	0.245437572549	0.164207323529	0.277856341176	0.412156268627	0.942742141176	0.691944023529	0.667049498039	0.230433917647	0.248243935294	0.527954166667	0.662558190196	0.8315241	0.913657831373	0.34060924902	0.250472066667	0.431939721569	0.234783229412	0.30436282549	0.359819819608	0.212862409804	0.253437623529	0.227224235294	0.267083586275	0.393064801961	0.437888492157	0.582083839216	0.874477896078	0.727613445098	0.603866209804	0.45349372549	0.691341233333	0.333714521569	0.624818923529	0.579571303922	0.813770962745	0.607667880392
BP128A	0.278063137255	0.33030012549	0.312693015686	0.335834678431	0.289234205882	0.256523354902	0.327975792157	0.2884595	0.356638413725	0.308988935294	0.246355596078	0.281527917647	0.276984772549	0.304272747059	0.317659582353	0.267313086275	0.307021713725	0.29769294902	0.295512496078	0.318106943137	0.3075938	0.449663576471	0.441755711765	0.299736076471	0.342164196078	0.305601494118	0.294686803922	0.382924552941	0.367187852941	0.315948284314	0.299229013725	0.273527452941	0.296829456863	0.308207452941	0.282594980392	0.308248456863	0.693249882353	0.685485782353	0.295832537255	0.342437531373	0.30369405098	0.304391109804	0.343194727451	0.4655661	0.312405231373	0.305809315686	0.308149409804	0.349606823529	0.324506801961	0.498236690196	0.322354356863	0.340285739216	0.0	0.319123898039	0.344238947059	0.303925992157	0.323424562745	0.327200235294	0.718572080392	0.640902576471	0.335274241176	0.310398227451	0.333159123529	0.391768705882	0.640147570588	0.705992107843	0.341547427451	0.314408017647	0.323618198039	0.314946066667	0.337720539216	0.322616505882	0.335777239216	0.339021613725	0.300250619608	0.330761009804	0.280547901961	0.260404035294	0.273669598039	0.686627064706	0.44070977451	0.335784672549	0.456408007843	0.344615223529	0.291155368627	0.340777154902	0.282916223529	0.515631572549	0.280213588235	0.312226266667	0.656404011765	0.45144407451	0.344035011765	0.391652739216	0.294396829412	0.271131270588	0.244725031373	0.311796356863	0.628946064706	0.350062529412	0.331308280392	0.505124223529	0.638369735294	0.536608023529	0.453706458824	0.439252886275	0.435930347059	0.470694656863	0.481898998039	0.530395752941	0.330771605882	0.640625268627	0.1682003	0.494895609804	0.687177545098	0.259643519608	0.225123452941	0.159542123529	0.510391829412	0.456353005882	0.82788137451	0.580807080392	0.534444843137	0.620546266667	0.665552070588	0.404935068627	0.36625704902	0.553197937255	0.628548276471	0.363583990196	0.33482174902	0.327028009804	0.325102466667	0.354485676471	0.361625709804	0.885329672549	0.673557923529	0.612184413725	0.301909954902	0.343862219608	0.445863141176	0.581151070588	0.736294419608	0.828944264706	0.296023521569	0.383382605882	0.378048935294	0.353994835294	0.350477156863	0.308792676471	0.326034098039	0.347148864706	0.32306024902	0.353812811765	0.308555929412	0.381587901961	0.505030962745	0.799760690196	0.622254607843	0.515932007843	0.37018735098	0.614291784314	0.345506045098	0.574804031373	0.506445533333	0.737224466667	0.554328831373
BP491A	0.300175027451	0.291862494118	0.337297929412	0.298800392157	0.302537817647	0.301844492157	0.318680980392	0.307451707843	0.304552413725	0.317408672549	0.278600921569	0.284385835294	0.305006368627	0.293953476471	0.342408366667	0.318102831373	0.312224188235	0.312565952941	0.293312515686	0.259562676471	0.215704215686	0.519878003922	0.486288943137	0.293778131373	0.350069356863	0.282913341176	0.261560168627	0.429831188235	0.367869578431	0.234271986275	0.332108566667	0.260823390196	0.331811178431	0.315618445098	0.325076819608	0.320835684314	0.786202976471	0.761339445098	0.317498992157	0.353500656863	0.19104874902	0.286824603922	0.267790609804	0.595816080392	0.261278494118	0.203832809804	0.239018441176	0.290367564706	0.247466170588	0.563741078431	0.179992494118	0.174630092157	0.319123898039	0.0	0.156990943137	0.234738062745	0.275804609804	0.159734921569	0.765617735294	0.735562105882	0.375935813725	0.305748921569	0.368379641176	0.423812023529	0.735215445098	0.798028554902	0.150663552941	0.247097264706	0.301057472549	0.273202368627	0.267256554902	0.327321866667	0.253506513725	0.256555570588	0.297074705882	0.149602833333	0.205700321569	0.400090909804	0.239773794118	0.74817004902	0.455884578431	0.219215068627	0.464028321569	0.167191447059	0.179138203922	0.173313582353	0.210918109804	0.631912031373	0.364561035294	0.242321690196	0.724747843137	0.49620412549	0.3854922	0.444901311765	0.284767072549	0.222852196078	0.402602976471	0.210135686275	0.685261743137	0.374121576471	0.256437562745	0.609879913725	0.695808594118	0.586657117647	0.499571917647	0.493182431373	0.466741629412	0.522681868627	0.444214001961	0.619488239216	0.228338029412	0.735932405882	0.295670845098	0.617669096078	0.782053098039	0.448906821569	0.426441060784	0.308978170588	0.620460578431	0.569573245098	0.903897919608	0.694992052941	0.596976356863	0.724116423529	0.75311687451	0.481817182353	0.35262062549	0.650437666667	0.718459582353	0.330483060784	0.22174674902	0.226363343137	0.160236792157	0.261983429412	0.388308482353	0.945371523529	0.723672923529	0.667332311765	0.232043962745	0.236514776471	0.518678890196	0.64411334902	0.814764780392	0.911443633333	0.291255631373	0.268301711765	0.411683892157	0.237879721569	0.293299560784	0.347548617647	0.199351164706	0.232571111765	0.223061127451	0.248209176471	0.370994290196	0.418466047059	0.56366835098	0.872840694118	0.715651313725	0.581866552941	0.425462672549	0.692836196078	0.325914233333	0.617703780392	0.552265643137	0.814591917647	0.591292447059
BP483A	0.328672723529	0.269358645098	0.354631590196	0.280586852941	0.311459372549	0.328474258824	0.297326441176	0.309527337255	0.310454847059	0.326597964706	0.274507727451	0.270753092157	0.307445805882	0.295433898039	0.374691372549	0.340923190196	0.322513437255	0.332824335294	0.288615129412	0.238641301961	0.206565056863	0.5189253	0.485517172549	0.294709713725	0.353528476471	0.276826358824	0.269767021569	0.436181688235	0.388754133333	0.233753223529	0.349770588235	0.249616031373	0.349770231373	0.326557537255	0.351760601961	0.327178588235	0.7915773	0.771665364706	0.337779037255	0.365478184314	0.197219068627	0.312055315686	0.248963121569	0.612717458824	0.269735762745	0.237136086275	0.237448396078	0.302712452941	0.221729007843	0.565100915686	0.175541860784	0.134600007843	0.344238947059	0.156990943137	0.0	0.245922229412	0.288074341176	0.174552052941	0.770657603922	0.750666507843	0.388998698039	0.335558766667	0.392069396078	0.446485417647	0.74711632549	0.812000745098	0.170170064706	0.235691615686	0.286517917647	0.276381127451	0.275309360784	0.345889037255	0.273438288235	0.275443513725	0.336478292157	0.163454654902	0.224780147059	0.416899696078	0.255363117647	0.760506972549	0.444572803922	0.235405290196	0.451301786275	0.17814922549	0.175648288235	0.168533278431	0.216712711765	0.647472801961	0.389088860784	0.239030978431	0.736163092157	0.493469268627	0.363165590196	0.461892921569	0.313457654902	0.226025927451	0.422461476471	0.210076013725	0.693679113725	0.378531166667	0.279447603922	0.624452347059	0.677281431373	0.573253064706	0.503942860784	0.495065629412	0.480405392157	0.52689792549	0.461999223529	0.62567155098	0.209209627451	0.746287807843	0.323039956863	0.629739560784	0.794805652941	0.465871086275	0.445156847059	0.340073937255	0.635914298039	0.583705847059	0.913461031373	0.708775109804	0.601346362745	0.734503994118	0.767746519608	0.481295141176	0.360110384314	0.663982523529	0.736582494118	0.337446494118	0.218730958824	0.232288254902	0.183717386275	0.27350227451	0.410581280392	0.952132282353	0.706974176471	0.672566039216	0.237096243137	0.224962978431	0.522212711765	0.651193096078	0.828764115686	0.919943219608	0.325894205882	0.240674121569	0.426926564706	0.221620582353	0.28663957451	0.359925592157	0.22175462549	0.224140470588	0.203023541176	0.258072947059	0.392939617647	0.418843358824	0.569708780392	0.880445170588	0.730120162745	0.591115013725	0.438667376471	0.698293119608	0.310477215686	0.61527022549	0.553363594118	0.815901903922	0.593783656863
BP372B	0.251256764706	0.239543015686	0.258061996078	0.247859878431	0.237724358824	0.267471139216	0.265336454902	0.260721927451	0.261915413725	0.245616845098	0.258921305882	0.289468745098	0.267556396078	0.259950978431	0.272017139216	0.283138176471	0.244175101961	0.250732431373	0.246785990196	0.246013001961	0.227294870588	0.51323734902	0.495956747059	0.242966413725	0.304376007843	0.22903454902	0.234615466667	0.423793482353	0.290332664706	0.258256201961	0.262283507843	0.26122864902	0.344149554902	0.291221076471	0.302772768627	0.293211994118	0.742199090196	0.745286198039	0.326938066667	0.376003005882	0.214218941176	0.316730443137	0.287091037255	0.587851986275	0.230718282353	0.236348017647	0.252585766667	0.186478501961	0.268222660784	0.524586984314	0.185639576471	0.231133531373	0.303925992157	0.234738062745	0.245922229412	0.0	0.26710302549	0.207773321569	0.7255355	0.711852070588	0.398665558824	0.26306654902	0.375591782353	0.394856117647	0.694598080392	0.763373001961	0.225676501961	0.234518762745	0.276515292157	0.192848192157	0.312233119608	0.318629007843	0.14480772549	0.218696166667	0.238757941176	0.200178178431	0.207384262745	0.40448465098	0.125527135294	0.731232629412	0.484400194118	0.252172119608	0.49916812549	0.22489045098	0.215251560784	0.2065983	0.131798952941	0.604886431373	0.364045772549	0.218220909804	0.721857223529	0.492354427451	0.352641117647	0.469354880392	0.234280794118	0.162343976471	0.391578486275	0.217394439216	0.668514252941	0.386065815686	0.17799237451	0.58301907451	0.647593562745	0.563254188235	0.498924792157	0.475718815686	0.420999754902	0.520508464706	0.443322735294	0.623899827451	0.251376531373	0.695101903922	0.2638013	0.582005256863	0.744874141176	0.414635711765	0.421946315686	0.312134064706	0.592853641176	0.54991044902	0.865352911765	0.664696978431	0.569519560784	0.699177388235	0.720002396078	0.468152523529	0.320181186275	0.62597252549	0.690505990196	0.391059405882	0.244303235294	0.205723794118	0.26734354902	0.194171441176	0.367180909804	0.907267935294	0.670892401961	0.630834919608	0.163149139216	0.205179345098	0.490631141176	0.640061266667	0.792535917647	0.873607213725	0.273559266667	0.267708037255	0.397422864706	0.242486839216	0.302007003922	0.354659096078	0.246856070588	0.252310178431	0.214272907843	0.158118941176	0.356692333333	0.416524588235	0.560999927451	0.835206447059	0.686487219608	0.587702956863	0.443023472549	0.651770913725	0.285844409804	0.603497423529	0.55849765098	0.775454803922	0.589594921569
