	BP429B	BP360B	BP358A	BP357B	BP414B	BP432B	BP416B	BP417B	BP363B	BP362A	BP435B	BP436B	BP516A	BP355B	BP361A	BP434B	BP358B	BP466C	BP508A	BP395B	BP396B	BP588T	BP589T	BP418B	BP357A	BP419B	BP431B	BP358T	BP356A	BP390B	BP359A	BP391B	BP513A	BP363A	BP364A	BP355A	BP360T	BP355T	BP512A	BP510A	BP392B	BP506A	BP511A	BP108T	BP450C	BP507A	BP509A	BP374A	BP504A	BP361T	BP405B	BP404B	BP128A	BP491A	BP483A	BP372B	BP494A	BP401B	BP375T	BP101T	BP505A	BP369A	BP380A	BP376A	BP114T	BP103T	BP490A	BP479C	BP514A	BP415B	BP486A	BP373A	BP370B	BP500A	BP372A	BP408B	BP489A	BP126A	BP369B	BP105T	BP569T	BP485A	BP574T	BP484A	BP406B	BP407B	BP371B	BP129T	BP377A	BP371A	BP618T	BP570T	BP590T	BP575T	BP365A	BP366B	BP130A	BP397B	BP369T	BP520A	BP370A	BP127T	BP381T	BP376T	BP593T	BP363T	BP360A	BP573T	BP492A	BP370T	BP478C	BP113T	BP124A	BP112T	BP102T	BP125A	BP127A	BP129A	BP125T	BP128T	BP107T	BP124T	BP377T	BP106T	BP130T	BP585T	BP382A	BP126T	BP110T	BP487A	BP499A	BP426B	BP493A	BP421B	BP381B	BP115T	BP382T	BP380T	BP365B	BP501A	BP372T	BP371T	BP622T	BP109T	BP366A	BP457C	BP376B	BP425B	BP495A	BP381A	BP470C	BP496A	BP427B	BP473C	BP377B	BP565T	BP561T	BP111T	BP104T	BP582T	BP581T	BP365T	BP515A	BP562T	BP579T	BP619T	BP566T
BP486A	0.331394111765	0.369925754902	0.389874923529	0.396040754902	0.346750956863	0.31111905098	0.337404280392	0.327281807843	0.403922419608	0.359308392157	0.30462604902	0.298078578431	0.270485370588	0.322610588235	0.39823487451	0.347183637255	0.345005947059	0.358471758824	0.338791227451	0.320616862745	0.319406880392	0.521468958824	0.475004031373	0.326520003922	0.344024747059	0.311158766667	0.295235570588	0.43892622549	0.439134329412	0.293150133333	0.372559517647	0.312745682353	0.315326172549	0.307499427451	0.327490864706	0.308443019608	0.808305907843	0.770951529412	0.295028833333	0.318501427451	0.296505288235	0.263951570588	0.328195117647	0.607569333333	0.322953703922	0.308015341176	0.333732298039	0.35489237451	0.301969584314	0.586515088235	0.301556582353	0.272107011765	0.337720539216	0.267256554902	0.275309360784	0.312233119608	0.244480968627	0.288943362745	0.79115114902	0.753116511765	0.304588490196	0.301706162745	0.347415282353	0.420450978431	0.758483278431	0.818061278431	0.270354366667	0.318637529412	0.267172019608	0.33740655098	0.0	0.240149554902	0.348866178431	0.35688885098	0.303917476471	0.306496254902	0.246829170588	0.385294503922	0.292579270588	0.735135380392	0.391366415686	0.189700627451	0.386899123529	0.21489435098	0.245659590196	0.321002407843	0.285382084314	0.653612084314	0.342403786275	0.262268652941	0.677008503922	0.49441815098	0.392593633333	0.418437756863	0.314362517647	0.263951119608	0.389961331373	0.320356115686	0.691469823529	0.351067370588	0.30870154902	0.627789766667	0.71007525098	0.567674856863	0.498705935294	0.485162672549	0.493436623529	0.503286780392	0.436459898039	0.604296527451	0.311433643137	0.758401639216	0.339573737255	0.641095670588	0.80326564902	0.457125152941	0.427229211765	0.320411254902	0.642411203922	0.584801658824	0.927412831373	0.717624368627	0.609261927451	0.741101154902	0.773560205882	0.488453062745	0.371499835294	0.673704378431	0.733318666667	0.208324847059	0.294430201961	0.334011745098	0.27060302549	0.356057611765	0.385553739216	0.970710282353	0.737831090196	0.687227501961	0.300293807843	0.325857723529	0.533137205882	0.608382033333	0.825280598039	0.934815580392	0.257442452941	0.373117078431	0.395153427451	0.302871354902	0.264584366667	0.312773545098	0.223923241176	0.288057752941	0.284685137255	0.332584158824	0.352815390196	0.428258652941	0.560279309804	0.898088429412	0.735810829412	0.575314586275	0.421087729412	0.714753743137	0.340179396078	0.619165794118	0.556395703922	0.819125072549	0.606665496078
BP373A	0.301010235294	0.394056839216	0.378210733333	0.413883541176	0.331719127451	0.288567554902	0.325260647059	0.30387517451	0.422927111765	0.337402319608	0.306456992157	0.306709976471	0.241150960784	0.315021103922	0.375497998039	0.346011156863	0.330190062745	0.330592768627	0.315064339216	0.326510092157	0.339540090196	0.520160137255	0.484041452941	0.297370382353	0.323285882353	0.287546152941	0.271653929412	0.444701207843	0.432785523529	0.300719723529	0.36410764902	0.311803362745	0.304285609804	0.282960923529	0.304555647059	0.297388056863	0.816141639216	0.776439394118	0.275221843137	0.326254978431	0.327649713725	0.256854	0.3545555	0.60917395098	0.329321956863	0.304007252941	0.350383668627	0.324431258824	0.3163379	0.613925529412	0.370012627451	0.369539421569	0.322616505882	0.327321866667	0.345889037255	0.318629007843	0.207604911765	0.355308866667	0.815832566667	0.771322572549	0.30159857451	0.217803658824	0.29796295098	0.370740992157	0.774553958824	0.837439292157	0.305594360784	0.308672958824	0.235156268627	0.316022133333	0.240149554902	0.0	0.344359847059	0.3349263	0.253467407843	0.378962209804	0.3091352	0.399604070588	0.301226727451	0.758389260784	0.42861835098	0.234411354902	0.429278827451	0.273663721569	0.318061921569	0.388446056863	0.299512870588	0.66109505098	0.299682721569	0.23536587451	0.679516960784	0.523903403922	0.401942662745	0.435418437255	0.294067394118	0.286260129412	0.390691262745	0.35740074902	0.70915675098	0.353581666667	0.288634554902	0.642743541176	0.738871205882	0.591921576471	0.527891843137	0.516200411765	0.484193786275	0.519948880392	0.470848080392	0.603307101961	0.316985794118	0.777423915686	0.342915476471	0.648164645098	0.826531815686	0.453895931373	0.420034531373	0.317791527451	0.655857237255	0.593929401961	0.950316868627	0.724519241176	0.629120035294	0.760096517647	0.789456337255	0.470344966667	0.371384221569	0.682211423529	0.761755676471	0.294617562745	0.296358258824	0.332875762745	0.358058964706	0.361520194118	0.339028737255	0.999803672549	0.768356288235	0.709642790196	0.315305092157	0.336132964706	0.553567552941	0.623657658824	0.829823411765	0.959075605882	0.195283505882	0.407097476471	0.344566452941	0.322829309804	0.250960152941	0.276355919608	0.295433219608	0.303504303922	0.292677201961	0.333271415686	0.308857741176	0.452588878431	0.569222801961	0.921569054902	0.756701537255	0.579216588235	0.419503798039	0.742456294118	0.276450347059	0.63192	0.552175176471	0.834809341176	0.6138756
BP370B	0.287485258824	0.265685062745	0.279305490196	0.271376792157	0.274770370588	0.312296390196	0.31156945098	0.318828437255	0.271588790196	0.271879456863	0.308334513725	0.336649058824	0.316878878431	0.303552896078	0.284390531373	0.322479847059	0.284187988235	0.281455380392	0.298445221569	0.290294539216	0.263435870588	0.538516831373	0.525783660784	0.288462770588	0.347875388235	0.280403584314	0.267890682353	0.444152223529	0.290815335294	0.298469017647	0.291339001961	0.300527998039	0.39096722549	0.320111539216	0.328752137255	0.330768907843	0.748210231373	0.758656119608	0.370166537255	0.414695315686	0.244317082353	0.358147772549	0.323605076471	0.604632617647	0.261030596078	0.246065770588	0.292676888235	0.213801733333	0.306784911765	0.52182912549	0.19642587451	0.251524162745	0.335777239216	0.253506513725	0.273438288235	0.14480772549	0.299382088235	0.223071407843	0.712459637255	0.716807694118	0.438178017647	0.28145132549	0.370846994118	0.380221694118	0.687195809804	0.764514460784	0.238690368627	0.275682970588	0.308301515686	0.216405478431	0.348866178431	0.344359847059	0.0	0.227636821569	0.266951411765	0.208567472549	0.242496239216	0.4425046	0.179675205882	0.736610060784	0.513293664706	0.274163821569	0.528520717647	0.255867592157	0.242790839216	0.207106464706	0.177508286275	0.608837094118	0.371788019608	0.250315172549	0.746574109804	0.520477698039	0.394751831373	0.495979645098	0.247677362745	0.209644937255	0.433602988235	0.253768498039	0.673176770588	0.427876901961	0.174197672549	0.587177580392	0.643132637255	0.573844360784	0.524903301961	0.480853105882	0.431925272549	0.542987178431	0.426097919608	0.6432366	0.289337178431	0.6931457	0.294072005882	0.591613715686	0.742270384314	0.441888876471	0.453782633333	0.342478217647	0.594834841176	0.554522476471	0.866120123529	0.669779292157	0.579263913725	0.712656101961	0.721021247059	0.50268262549	0.306128311765	0.63712072549	0.690683570588	0.422910621569	0.259596627451	0.237252539216	0.287367427451	0.212124347059	0.3522356	0.901718405882	0.660203288235	0.630993182353	0.1792641	0.230863737255	0.501069411765	0.658075690196	0.803302929412	0.870931441176	0.28701834902	0.29072882549	0.3894429	0.270473733333	0.32944132549	0.356556888235	0.247915572549	0.285421009804	0.240710535294	0.148181533333	0.359586690196	0.445478482353	0.581637464706	0.832003745098	0.688573427451	0.613138717647	0.472531119608	0.651844239216	0.331790194118	0.621958619608	0.59438925098	0.785942341176	0.611193054902
BP500A	0.272619013725	0.256474558824	0.258168409804	0.268838841176	0.236690584314	0.28673172549	0.265325676471	0.294141498039	0.264494235294	0.255986690196	0.302693923529	0.328338456863	0.285048307843	0.258503690196	0.258043815686	0.307087629412	0.251833017647	0.25245542549	0.270500988235	0.238614254902	0.207259696078	0.566828892157	0.55617054902	0.240077443137	0.317600335294	0.237840931373	0.245184664706	0.467620237255	0.269306490196	0.241682815686	0.274277313725	0.288064776471	0.376785039216	0.294943113725	0.307052758824	0.286235352941	0.799319892157	0.794340129412	0.342998303922	0.396855552941	0.235459409804	0.33812817451	0.291073121569	0.630926984314	0.262892335294	0.213950321569	0.24648687451	0.234708241176	0.267002109804	0.569600817647	0.236622966667	0.281956243137	0.339021613725	0.256555570588	0.275443513725	0.218696166667	0.256612227451	0.263759115686	0.775862231373	0.761242394118	0.42578594902	0.272830221569	0.40723714902	0.444140252941	0.743680745098	0.815282839216	0.256154343137	0.226390690196	0.287981070588	0.191562896078	0.35688885098	0.3349263	0.227636821569	0.0	0.255133986275	0.245678870588	0.271085931373	0.429124135294	0.246982137255	0.774060156863	0.538741552941	0.281172894118	0.549365747059	0.2517765	0.277082798039	0.245749568627	0.215299652941	0.662894276471	0.387107903922	0.24285277451	0.772986268627	0.558020523529	0.437008527451	0.526383823529	0.261449760784	0.2632405	0.437588319608	0.253753292157	0.714621658824	0.401055813725	0.227470580392	0.639091986275	0.706812192157	0.630198205882	0.556481013725	0.517680578431	0.390985796078	0.573289721569	0.471235062745	0.667129405882	0.230651101961	0.749994992157	0.307874031373	0.636474156863	0.793880343137	0.460552180392	0.460471431373	0.338919266667	0.643361341176	0.596316435294	0.917401980392	0.720584	0.630881794118	0.749886590196	0.777211033333	0.513126239216	0.386358909804	0.677105539216	0.746225403922	0.443157121569	0.194408092157	0.169825462745	0.295593762745	0.15724427451	0.42443362549	0.954628337255	0.728689137255	0.692109019608	0.235113270588	0.184746139216	0.561373621569	0.693991280392	0.838081633333	0.923375752941	0.298375413725	0.268455564706	0.444383854902	0.234243578431	0.28533724902	0.391292643137	0.279056001961	0.243805219608	0.219647913725	0.234679539216	0.385778782353	0.460322366667	0.609134392157	0.884999947059	0.739084147059	0.63549842549	0.479312396078	0.711081758824	0.274177188235	0.657324590196	0.598266343137	0.829043896078	0.633109609804
BP372A	0.240628839216	0.34811834902	0.28516207451	0.357712027451	0.253959315686	0.249308476471	0.284784792157	0.291225390196	0.348017539216	0.273696978431	0.286158756863	0.312027192157	0.249593113725	0.280684198039	0.265403856863	0.290519709804	0.265596768627	0.260809827451	0.288255162745	0.317170260784	0.305179094118	0.529537529412	0.518541119608	0.257902919608	0.305425756863	0.253393427451	0.241170596078	0.455021172549	0.318696970588	0.286349747059	0.278123790196	0.317196256863	0.339384366667	0.266744880392	0.280144054902	0.268517668627	0.781907003922	0.77474542549	0.309512239216	0.3631477	0.299989745098	0.301198231373	0.350791468627	0.595479437255	0.289758501961	0.262570378431	0.327444343137	0.221046917647	0.310181147059	0.578470215686	0.317656215686	0.343125692157	0.300250619608	0.297074705882	0.336478292157	0.238757941176	0.236087460784	0.314272615686	0.782623135294	0.748009705882	0.3561281	0.155087564706	0.323892433333	0.374334580392	0.739585315686	0.806417543137	0.292088862745	0.287071029412	0.273539833333	0.247309670588	0.303917476471	0.253467407843	0.266951411765	0.255133986275	0.0	0.325143143137	0.268771568627	0.391175670588	0.245423888235	0.752195864706	0.501565252941	0.261153378431	0.509367301961	0.270439023529	0.290402082353	0.334482598039	0.257158988235	0.644080819608	0.309294905882	0.224251490196	0.727085141176	0.53710632549	0.409583803922	0.47278355098	0.234102347059	0.246784298039	0.376119890196	0.32725207451	0.68869602549	0.3880076	0.205242162745	0.621876027451	0.705568801961	0.594581372549	0.526072662745	0.498730286275	0.395193366667	0.533314496078	0.461421037255	0.622055835294	0.311182664706	0.742389947059	0.301747147059	0.61913375098	0.791420639216	0.421792672549	0.415206013725	0.295936943137	0.629684813725	0.578480711765	0.913282154902	0.700939601961	0.613149058824	0.731401713725	0.762438560784	0.485120186275	0.352084566667	0.666921494118	0.732402503922	0.388313809804	0.298344929412	0.28738375098	0.336514423529	0.259195911765	0.353187752941	0.961930319608	0.736449464706	0.684188594118	0.275523637255	0.293825886275	0.536115588235	0.651876439216	0.816965956863	0.921893688235	0.212829290196	0.387184958824	0.364874241176	0.320748905882	0.299127870588	0.298668813725	0.271662156863	0.307815519608	0.290785347059	0.255928039216	0.321384090196	0.449900713725	0.589699927451	0.886443254902	0.72564405098	0.589995019608	0.437039864706	0.705991466667	0.264324837255	0.649661254902	0.580869517647	0.810739027451	0.628332156863
BP408B	0.319709598039	0.254731409804	0.327133347059	0.261082672549	0.297697219608	0.319712803922	0.319138496078	0.312966054902	0.274565215686	0.316672819608	0.291098041176	0.3078557	0.321369903922	0.302767333333	0.33646685098	0.325353370588	0.312762794118	0.315307927451	0.296148329412	0.257436270588	0.207722696078	0.526297613725	0.500172729412	0.305586180392	0.365857370588	0.295670268627	0.285461723529	0.430751856863	0.344817223529	0.263189270588	0.326157333333	0.261791462745	0.355842078431	0.3340522	0.340260386275	0.341875996078	0.772480907843	0.764380941176	0.347503017647	0.377614831373	0.184778229412	0.32943617451	0.270935160784	0.602898219608	0.266190354902	0.219601329412	0.23963394902	0.285791715686	0.264867192157	0.538097566667	0.119314417647	0.143457478431	0.330761009804	0.149602833333	0.163454654902	0.200178178431	0.315843286275	0.12755542549	0.738298392157	0.727832680392	0.409034552941	0.340350327451	0.39674285098	0.437354790196	0.7121022	0.783853305882	0.172563394118	0.258944737255	0.326808929412	0.253259672549	0.306496254902	0.378962209804	0.208567472549	0.245678870588	0.325143143137	0.0	0.215645794118	0.41694297451	0.219202027451	0.739047188235	0.470087733333	0.259309384314	0.482151605882	0.20288895098	0.177090507843	0.112432317647	0.186338813725	0.632599496078	0.391059703922	0.274448794118	0.740052727451	0.496236005882	0.381745535294	0.468450329412	0.283556082353	0.219716801961	0.42077562549	0.188581637255	0.683643337255	0.394882880392	0.259392082353	0.605489652941	0.659604670588	0.577954013725	0.512993205882	0.478123609804	0.450179156863	0.528814403922	0.424758701961	0.633800398039	0.232980717647	0.71710845098	0.298921176471	0.611187862745	0.764462547059	0.444388156863	0.436490992157	0.335641090196	0.614286788235	0.564692396078	0.887190580392	0.692349098039	0.58493082549	0.720381127451	0.744696958824	0.488249172549	0.347354780392	0.646751947059	0.707978643137	0.372984192157	0.232913041176	0.214726937255	0.17173084902	0.245848439216	0.403159256863	0.919320329412	0.684104843137	0.652247423529	0.202676031373	0.226076809804	0.517019347059	0.655748778431	0.813439182353	0.891148443137	0.333800198039	0.222887431373	0.430817505882	0.240465064706	0.327363068627	0.377512772549	0.222088331373	0.253277635294	0.224407443137	0.229610001961	0.385107162745	0.429026115686	0.573128333333	0.851366307843	0.707245837255	0.599979652941	0.447474058824	0.674980084314	0.344658741176	0.615658017647	0.569039923529	0.799030962745	0.600866021569
BP489A	0.279077501961	0.289946921569	0.312594952941	0.303567592157	0.287790762745	0.277911727451	0.311993752941	0.28689457451	0.328948194118	0.303317539216	0.256573772549	0.286281572549	0.274754137255	0.278999115686	0.319944621569	0.28820852549	0.278789866667	0.294085831373	0.279908719608	0.260662280392	0.242637862745	0.477278439216	0.458701198039	0.288283480392	0.331432168627	0.275115376471	0.270350666667	0.398152541176	0.352005221569	0.258807570588	0.300866888235	0.248555852941	0.310903037255	0.310321586275	0.305905517647	0.306395927451	0.747197929412	0.7322701	0.306751360784	0.338179198039	0.218847043137	0.278024101961	0.283499076471	0.552974092157	0.263070823529	0.242806170588	0.257358864706	0.263131011765	0.264084598039	0.53104674902	0.200007792157	0.237229503922	0.280547901961	0.205700321569	0.224780147059	0.207384262745	0.258787331373	0.217529388235	0.731025841176	0.699681984314	0.358063860784	0.279558913725	0.351308990196	0.395199509804	0.698839813725	0.758601833333	0.238008035294	0.26047455098	0.3036973	0.262685603922	0.246829170588	0.3091352	0.242496239216	0.271085931373	0.268771568627	0.215645794118	0.0	0.374805411765	0.19432977451	0.711175272549	0.430892119608	0.233379598039	0.444974572549	0.210379886275	0.179834176471	0.223683660784	0.195913811765	0.594643894118	0.345047294118	0.24722405098	0.688310952941	0.464991552941	0.344922360784	0.417652778431	0.2553643	0.186151137255	0.360285741176	0.231833466667	0.657303645098	0.374001066667	0.241527245098	0.569656262745	0.647465954902	0.530204313725	0.468413086275	0.460500298039	0.450773276471	0.481291719608	0.430409696078	0.587693847059	0.258964201961	0.696230652941	0.267882601961	0.575649017647	0.744238729412	0.399032856863	0.388976770588	0.279636841176	0.588306876471	0.532223978431	0.865404256863	0.6598479	0.547669458824	0.688979682353	0.717024647059	0.438371962745	0.341100613725	0.617933713725	0.678694998039	0.327597452941	0.26082592549	0.237826794118	0.24307854902	0.262481158824	0.364207243137	0.913021052941	0.680561727451	0.623214127451	0.223193813725	0.240669564706	0.473581239216	0.609430815686	0.777266478431	0.874543409804	0.262198435294	0.293171837255	0.3811245	0.270453360784	0.305361007843	0.332473413725	0.222283235294	0.258630354902	0.229804621569	0.23333205098	0.351609364706	0.383328858824	0.536783809804	0.837987333333	0.676603352941	0.556064894118	0.399322833333	0.64890467451	0.330237123529	0.583819443137	0.524001015686	0.767049341176	0.57378707451
BP126A	0.339236545098	0.401863564706	0.380802584314	0.411738956863	0.354795119608	0.304620935294	0.382413333333	0.334915892157	0.433789088235	0.37375277451	0.313229345098	0.313782027451	0.357407803922	0.348789166667	0.389028452941	0.319161478431	0.367837713725	0.356401227451	0.38733584902	0.384635492157	0.379977647059	0.491798517647	0.474083264706	0.365739813725	0.397337439216	0.370360129412	0.361100364706	0.43878372549	0.430991205882	0.363242362745	0.364538170588	0.357835735294	0.346270354902	0.377100735294	0.352146960784	0.345785598039	0.744859345098	0.703006852941	0.343257054902	0.375967982353	0.386192745098	0.35798607451	0.40168337451	0.542261543137	0.361917682353	0.396801339216	0.363874307843	0.450063545098	0.372079680392	0.563568564706	0.417973019608	0.413031386275	0.260404035294	0.400090909804	0.416899696078	0.40448465098	0.389628296078	0.41826167451	0.771538668627	0.711571117647	0.377410158824	0.408165023529	0.403836472549	0.473102360784	0.707014990196	0.776488543137	0.434010290196	0.368317166667	0.368774633333	0.391836188235	0.385294503922	0.399604070588	0.4425046	0.429124135294	0.391175670588	0.41694297451	0.374805411765	0.0	0.371621017647	0.744145429412	0.451426170588	0.403485888235	0.448156929412	0.419745768627	0.379830054902	0.434500311765	0.375540529412	0.585553698039	0.330893898039	0.39235645098	0.679164321569	0.473824921569	0.396028207843	0.431996343137	0.373174307843	0.357147192157	0.217576090196	0.391750796078	0.661237386275	0.353193964706	0.433079484314	0.57286445098	0.696197845098	0.583858203922	0.472070047059	0.497252784314	0.467345876471	0.498491186275	0.517634178431	0.544144494118	0.395941221569	0.698102539216	0.271720982353	0.564825852941	0.764416662745	0.320280927451	0.275735445098	0.279722641176	0.584524205882	0.540184668627	0.883902747059	0.648772609804	0.586050619608	0.66183205098	0.715632811765	0.480876417647	0.44565604902	0.586112643137	0.710817076471	0.400164601961	0.41372445098	0.393837617647	0.388631929412	0.4474545	0.450836384314	0.94596015098	0.729565570588	0.656121727451	0.387439484314	0.435816721569	0.504315090196	0.58917554902	0.785584211765	0.894756115686	0.380023768627	0.465677296078	0.454569417647	0.413277333333	0.400598211765	0.364644358824	0.392637172549	0.41264257451	0.402454888235	0.449275631373	0.372642917647	0.429855607843	0.517103723529	0.864086854902	0.686058345098	0.537186121569	0.401042331373	0.660526815686	0.404143362745	0.585818494118	0.5102938	0.790462909804	0.578314247059
BP369B	0.242928754902	0.249487723529	0.269381609804	0.255552186275	0.237855007843	0.241041341176	0.272592731373	0.248352035294	0.278511666667	0.258720254902	0.231440354902	0.264141245098	0.252065209804	0.253669121569	0.28318754902	0.265239762745	0.256905786275	0.261443347059	0.248478133333	0.2490574	0.228551837255	0.494924488235	0.466874454902	0.248066317647	0.30408957451	0.23130442549	0.22860442549	0.395091217647	0.312292988235	0.255011490196	0.268996278431	0.240567282353	0.312947121569	0.286223901961	0.277023523529	0.292339184314	0.721539813725	0.724697258824	0.311179715686	0.350331764706	0.203456813725	0.29811084902	0.284601607843	0.562546121569	0.229448860784	0.233277615686	0.246613894118	0.210953272549	0.267511141176	0.507983711765	0.191591758824	0.236350176471	0.273669598039	0.239773794118	0.255363117647	0.125527135294	0.269426768627	0.209988052941	0.709744196078	0.690203229412	0.375898254902	0.255838652941	0.364467360784	0.386996547059	0.678919164706	0.743638678431	0.230473754902	0.233998070588	0.273480733333	0.207971684314	0.292579270588	0.301226727451	0.179675205882	0.246982137255	0.245423888235	0.219202027451	0.19432977451	0.371621017647	0.0	0.714258682353	0.463432407843	0.257583788235	0.473878354902	0.237037056863	0.205843743137	0.221741439216	0.138030927451	0.578916319608	0.34000042549	0.21685862549	0.707071641176	0.469301017647	0.327479080392	0.443383172549	0.226212698039	0.14713742549	0.359518311765	0.21612957451	0.648825392157	0.361966029412	0.184477215686	0.554045072549	0.633034015686	0.5503647	0.477941017647	0.456524001961	0.430535588235	0.502942254902	0.440289635294	0.59633055098	0.258801905882	0.680783694118	0.23778125098	0.559771572549	0.727741245098	0.379491592157	0.381942392157	0.280416796078	0.57008427451	0.521995435294	0.850977039216	0.641753341176	0.548993696078	0.676266672549	0.698209935294	0.440104623529	0.3084378	0.598142915686	0.670085890196	0.371387635294	0.248966543137	0.213902180392	0.256527201961	0.227374101961	0.363293892157	0.896405607843	0.659443541176	0.612597011765	0.164733509804	0.220351978431	0.473758543137	0.619856731373	0.77058797451	0.86134074902	0.260211790196	0.272847968627	0.387530956863	0.251837143137	0.301201660784	0.343643858824	0.251314582353	0.254031470588	0.218393686275	0.184752252941	0.34475262549	0.389577962745	0.532256760784	0.820856833333	0.667051445098	0.560978476471	0.415530596078	0.630761084314	0.287001078431	0.587031366667	0.535426068627	0.759721327451	0.571533366667
BP105T	0.762452303922	0.741487307843	0.728594319608	0.741046617647	0.748325364706	0.753488639216	0.784164213725	0.755125109804	0.754381290196	0.764776619608	0.722746343137	0.734735507843	0.714357860784	0.766193952941	0.73856327451	0.752851801961	0.731532476471	0.74327664902	0.760938937255	0.757942235294	0.752561335294	0.604848856863	0.751046419608	0.777259368627	0.755262009804	0.77622804902	0.765570809804	0.568516405882	0.758352760784	0.766631247059	0.719979458824	0.718861996078	0.73317167451	0.732246239216	0.704240162745	0.758097176471	0.651121327451	0.778179105882	0.74863455098	0.744806505882	0.727392080392	0.745931986275	0.75174234902	0.429723403922	0.7754971	0.754570572549	0.754022109804	0.771475527451	0.755367003922	0.510137119608	0.737107821569	0.762777768627	0.686627064706	0.74817004902	0.760506972549	0.731232629412	0.761365329412	0.745740421569	0.778437956863	0.184836864706	0.722996760784	0.766745590196	0.787123898039	0.801980578431	0.225419576471	0.21435174902	0.766182496078	0.776852470588	0.772915533333	0.761926009804	0.735135380392	0.758389260784	0.736610060784	0.774060156863	0.752195864706	0.739047188235	0.711175272549	0.744145429412	0.714258682353	0.0	0.709756243137	0.760238992157	0.744637511765	0.761235060784	0.727163860784	0.744993623529	0.712793554902	0.404523507843	0.756076778431	0.758086982353	0.7290891	0.717007456863	0.693381523529	0.628582698039	0.70778227451	0.726590860784	0.707456107843	0.732831605882	0.836846062745	0.782612786275	0.73901254902	0.35589335098	0.730807317647	0.664138433333	0.676991915686	0.516714582353	0.816316784314	0.689215996078	0.825037835294	0.809801131373	0.754593631373	0.208258356863	0.696001917647	0.41748174902	0.18336582549	0.686338329412	0.716645792157	0.684065717647	0.489552701961	0.374731141176	0.326436564706	0.37726692549	0.71983835098	0.416860182353	0.402770421569	0.655754862745	0.741409670588	0.329813523529	0.194305164706	0.742973996078	0.757957507843	0.759636294118	0.743553805882	0.776412611765	0.77942275098	0.354123596078	0.774607286275	0.738430329412	0.718728231373	0.7658581	0.607621154902	0.770474013725	0.505091558824	0.323511070588	0.730936539216	0.76604667451	0.798295768627	0.785598358824	0.792009990196	0.78162254902	0.740585547059	0.777128756863	0.763404168627	0.742689998039	0.772021601961	0.616982088235	0.778252694118	0.293037213725	0.345697986275	0.779968398039	0.638165576471	0.65535144902	0.796169960784	0.784623123529	0.770312186275	0.584461370588	0.748666727451
BP569T	0.485713656863	0.496711158824	0.546493127451	0.518253762745	0.473512580392	0.455629231373	0.489583962745	0.430792529412	0.553588047059	0.538056721569	0.420494798039	0.403758319608	0.409615743137	0.493342035294	0.553158211765	0.479358884314	0.509404872549	0.52072844902	0.474922835294	0.477496058824	0.488516731373	0.435439554902	0.351279811765	0.480991286275	0.5219055	0.460554927451	0.480683096078	0.37886535098	0.589356486275	0.479759701961	0.505913160784	0.415720521569	0.404683447059	0.496248164706	0.452626343137	0.505890533333	0.739992076471	0.579580180392	0.448058970588	0.421756352941	0.463540958824	0.419897798039	0.462073047059	0.564457168627	0.479038645098	0.506473552941	0.470427709804	0.542025323529	0.461020878431	0.548179319608	0.470843386275	0.461741145098	0.44070977451	0.455884578431	0.444572803922	0.484400194118	0.445447701961	0.44822017451	0.766733537255	0.722808539216	0.390005784314	0.516297907843	0.510683082353	0.559121005882	0.745949360784	0.79936087451	0.471359927451	0.472853098039	0.48247812549	0.49350322549	0.391366415686	0.42861835098	0.513293664706	0.538741552941	0.501565252941	0.470087733333	0.430892119608	0.451426170588	0.463432407843	0.709756243137	0.0	0.441942517647	0.178168586275	0.443804143137	0.407150445098	0.48373125098	0.448801382353	0.613071143137	0.465448143137	0.462169935294	0.530744554902	0.280704923529	0.395065582353	0.303977298039	0.450720717647	0.426792880392	0.436333711765	0.469373409804	0.649649682353	0.426981727451	0.503940909804	0.602493696078	0.672302435294	0.506439809804	0.320499492157	0.448042637255	0.605312992157	0.41240727451	0.53741985098	0.472208296078	0.487734443137	0.735729003922	0.454501117647	0.599878670588	0.795203496078	0.491030909804	0.439199356863	0.407807937255	0.612444298039	0.551155470588	0.899468803922	0.66804192549	0.57420255098	0.6664099	0.732515107843	0.40594965098	0.52713325098	0.619754084314	0.7212832	0.352094270588	0.484021978431	0.487148894118	0.441376468627	0.545873258824	0.515942480392	0.957575588235	0.713722984314	0.571139415686	0.471411007843	0.49718362549	0.426742233333	0.469708778431	0.738591096078	0.913042372549	0.435429182353	0.497243929412	0.508175839216	0.483631296078	0.460637421569	0.490517196078	0.455473041176	0.463192792157	0.468186082353	0.525058190196	0.48666575098	0.326777398039	0.380224	0.880518884314	0.692148931373	0.410261735294	0.345206105882	0.654218162745	0.502365780392	0.440303445098	0.361049339216	0.750590594118	0.471700190196
