	BP429B	BP360B	BP358A	BP357B	BP414B	BP432B	BP416B	BP417B	BP363B	BP362A	BP435B	BP436B	BP516A	BP355B	BP361A	BP434B	BP358B	BP466C	BP508A	BP395B	BP396B	BP588T	BP589T	BP418B	BP357A	BP419B	BP431B	BP358T	BP356A	BP390B	BP578T	BP359A	BP391B	BP513A	BP363A	BP364A	BP355A	BP360T	BP355T	BP512A	BP510A	BP464C	BP392B	BP506A	BP511A	BP108T	BP450C	BP507A	BP509A	BP374A	BP504A	BP361T	BP405B	BP404B	BP449C	BP128A	BP491A	BP483A	BP372B	BP494A	BP401B	BP375T	BP101T	BP505A	BP369A	BP380A	BP376A	BP114T	BP519A	BP103T	BP490A	BP479C	BP514A	BP415B	BP486A	BP373A	BP370B	BP500A	BP372A	BP408B	BP489A	BP126A	BP369B	BP105T	BP569T	BP485A	BP574T	BP523A	BP484A	BP406B	BP407B	BP480C	BP371B	BP129T	BP377A	BP371A	BP618T	BP570T	BP590T	BP575T	BP365A	BP366B	BP130A	BP397B	BP375A	BP369T	BP520A	BP370A	BP127T	BP381T	BP376T	BP593T	BP363T	BP360A	BP573T	BP492A	BP370T	BP478C	BP113T	BP124A	BP112T	BP102T	BP125A	BP127A	BP129A	BP125T	BP128T	BP107T	BP124T	BP377T	BP106T	BP130T	BP585T	BP382A	BP530A	BP126T	BP110T	BP487A	BP499A	BP426B	BP460C	BP493A	BP421B	BP381B	BP422B	BP115T	BP382T	BP375B	BP380T	BP365B	BP501A	BP372T	BP371T	BP622T	BP109T	BP366A	BP457C	BP623T	BP459C	BP376B	BP425B	BP495A	BP381A	BP470C	BP560T	BP496A	BP427B	BP475C	BP473C	BP525A	BP377B	BP565T	BP380B	BP561T	BP111T	BP461C	BP357T	BP456C	BP104T	BP524A	BP582T	BP617T	BP581T	BP365T	BP445C	BP515A	BP562T	BP528A	BP579T	BP567T	BP444C	BP568T	BP619T	BP616T	BP566T	BP366T	BP454C
BP429B	0.0	0.29800960988	0.262109377899	0.301541722727	0.214510176208	0.123596031329	0.259445992044	0.229177835131	0.309995465357	0.231573149506	0.194770192509	0.233161185434	0.256092995361	0.238831479199	0.257477140109	0.123643552994	0.251322097083	0.23423997842	0.264628374635	0.272728773782	0.265338525713	0.517266647743	0.506855731048	0.205476400256	0.27766319586	0.208180564731	0.162411570918	0.462662755553	0.31056756881	0.263622212281	0.5155031749	0.262735996434	0.298144027263	0.324476025527	0.273655291922	0.286607673089	0.264532687523	0.774925647134	0.757731824611	0.293680560708	0.363431419287	0.317134172712	0.281070658233	0.287134365987	0.335077265852	0.598727868808	0.24395617602	0.263032027096	0.284475407992	0.266372643974	0.289639629655	0.580209940663	0.295734789972	0.319392024687	0.153028355734	0.266404293329	0.289583443293	0.325020566128	0.243061842844	0.266296720472	0.299474565147	0.783991844609	0.741051704092	0.367009256676	0.238437889488	0.32085651912	0.368235292995	0.730353854267	0.282808542882	0.813228504776	0.289019432937	0.250860337102	0.269217335567	0.228292659703	0.316438917878	0.281375621801	0.270952113731	0.261984832348	0.213036470349	0.308650302424	0.275786784323	0.328932210136	0.238596917889	0.7696445652	0.486923906036	0.291121931154	0.500823596603	0.248619157031	0.298339117249	0.280520019923	0.318413151779	0.253893357703	0.248729031036	0.635733256366	0.268276469166	0.259439037082	0.728447339692	0.505564976481	0.372481174059	0.466236729755	0.276671754483	0.235187016479	0.312264625319	0.299196075685	0.296105833764	0.706587304754	0.361583455012	0.257828908912	0.620374766894	0.699172328758	0.593781753478	0.513007070396	0.525926838267	0.37954488832	0.53512187274	0.480197144239	0.618588565743	0.302142339901	0.739578664174	0.235266450916	0.596437172666	0.781154230985	0.389634282141	0.368451685113	0.267282976195	0.624724492451	0.57550275688	0.911945372063	0.689967096659	0.602820185885	0.709301792332	0.760434295367	0.47127353484	0.342712130454	0.186118847925	0.661026933594	0.740598959444	0.395986031537	0.29908480656	0.274616492855	0.323515231798	0.330301777155	0.266249241543	0.349537454665	0.299174933164	0.963057280509	0.726798935536	0.345476153726	0.673976385738	0.28566349817	0.297759846865	0.535153810622	0.649438963921	0.824996982844	0.920896836463	0.274339047388	0.389101108556	0.798004112002	0.406055030515	0.357973886543	0.317384536879	0.31980209304	0.287691851445	0.307599720233	0.428208261946	0.306365326115	0.296300737029	0.372578025182	0.29459812402	0.267813150171	0.279100803393	0.443515046287	0.323856961766	0.559084841796	0.881888394463	0.376050465611	0.356754717142	0.32900867934	0.727356113243	0.314544489351	0.587277012783	0.717416708764	0.439838956003	0.704353639813	0.229489481484	0.261089720003	0.616258079229	0.252584838211	0.5486361578	0.746044978871	0.258514290517	0.512329318087	0.803884781407	0.580973329763	0.61026804368	0.432201124339	0.429910902018
BP360B	0.29800960988	0.0	0.202471321305	0.0743537502837	0.206816826395	0.271447165046	0.229512107758	0.246808213603	0.128524211682	0.194366156733	0.231649972307	0.271897556611	0.266689238207	0.178914493549	0.238942397753	0.264182040153	0.182978020356	0.217433582901	0.226858242037	0.204607455367	0.192157383272	0.509422315842	0.504606180324	0.217429597398	0.250048803056	0.239649682839	0.274695613304	0.406236637088	0.228680903299	0.233850059721	0.522019252235	0.209022342152	0.237991065102	0.333681046281	0.234176337898	0.262008813585	0.260983848208	0.740780650041	0.744105239494	0.344339393078	0.369598246	0.181385497498	0.238221665641	0.332162315208	0.251891175792	0.596624620434	0.246483628593	0.251579349458	0.209464185029	0.26632995173	0.238293310369	0.527344053796	0.240485612021	0.267641773339	0.280493142517	0.323256872488	0.276724973785	0.263702445346	0.218519557921	0.330679570175	0.258537717775	0.732065250141	0.716901120089	0.393521914659	0.358869680045	0.437197244324	0.464286010926	0.688343907944	0.267685571095	0.781956097179	0.276410610996	0.217220441044	0.314221985005	0.202303263915	0.36194218619	0.383943081657	0.245970684204	0.247090408112	0.326397378987	0.249922118721	0.286078984382	0.398621393265	0.227965652144	0.739181722198	0.492952296226	0.341834823386	0.503434801048	0.395883022244	0.29746389226	0.262923737314	0.236147332826	0.262986550964	0.201214592205	0.613231830081	0.401718757761	0.295417161751	0.725410419942	0.493355715999	0.349325061895	0.480746494019	0.298096193448	0.221180953	0.381218259659	0.226248613451	0.407975480753	0.666614275511	0.374059104054	0.291995167873	0.598432354342	0.648915089787	0.569595499876	0.506364856289	0.472098006065	0.379833246733	0.529479025627	0.478253574159	0.623664309561	0.227227090659	0.700690840803	0.27175950541	0.575202246656	0.7500992098	0.408280260323	0.417233184743	0.3285027877	0.597974438246	0.547588211025	0.877096397409	0.672502699387	0.568035111735	0.695866832658	0.724266201217	0.473137885387	0.390380911301	0.338933683553	0.63053110104	0.707710755373	0.43759435702	0.27280712448	0.233117326378	0.355496368703	0.296486694087	0.255238443914	0.431393141568	0.266027607361	0.915908627792	0.671776562544	0.448766198288	0.635725049984	0.229032502524	0.245173274874	0.501227348545	0.637792744212	0.801036772823	0.881224981521	0.348298269893	0.276487215623	0.792883332369	0.399311742912	0.462556726397	0.281017009717	0.329532922381	0.413572415677	0.324478234688	0.428143999375	0.284890314641	0.258074501664	0.32804406317	0.277965977985	0.347208087696	0.406586345957	0.423781402244	0.39256404655	0.552749601273	0.842965959761	0.452910300373	0.37104562158	0.258716619651	0.69361994236	0.396280914701	0.592177865432	0.723978173458	0.46297294865	0.665326320695	0.284803382749	0.307926327135	0.601726316199	0.324068341086	0.552007812867	0.745944868941	0.251255045696	0.469593116509	0.781733697572	0.572379658764	0.589529247625	0.373255991623	0.320054478631
BP358A	0.262109377899	0.202471321305	0.0	0.201898810831	0.197557330204	0.25906872719	0.245910886007	0.268679142664	0.192433235173	0.125871891184	0.25904797839	0.307449852818	0.261170957865	0.185055610733	0.120816930927	0.254459533514	0.105285599062	0.138855944589	0.249825832915	0.266749857882	0.259129891143	0.535364874347	0.532787884979	0.220886094708	0.195488902281	0.239073256809	0.273878930383	0.415826965795	0.137580235068	0.281541206855	0.53079228071	0.0894859064054	0.299555151405	0.349433921787	0.201966192587	0.213950295907	0.230503979559	0.743465198066	0.748823793839	0.344281476293	0.388417849796	0.211240139309	0.29921227414	0.341183136506	0.333087382456	0.601716199109	0.276259229923	0.289020928715	0.281191700926	0.259351723649	0.303050160316	0.524493845169	0.29861002752	0.342620872113	0.274665204494	0.305579262441	0.316643512445	0.339243829586	0.248079556557	0.296458320209	0.328533578752	0.742032209595	0.717734013012	0.395580105403	0.292819981625	0.424811754565	0.449080230754	0.685198240976	0.268892993198	0.783262178751	0.334086193432	0.257531929329	0.315923912436	0.218872773383	0.369469543306	0.353239773734	0.266906811396	0.247770332516	0.265606043671	0.316859088317	0.303597191376	0.373847255735	0.246618793284	0.727902363486	0.535113731286	0.343525549155	0.551814854412	0.376653089407	0.324549778612	0.315796008867	0.313686179751	0.293280237824	0.248108279003	0.623477003688	0.377411005676	0.28986685883	0.733421295885	0.523405352657	0.391617466748	0.503444449637	0.255054657193	0.269323765088	0.361980893603	0.302168092725	0.395543124906	0.674279019557	0.414117721671	0.273892713294	0.598155533423	0.663765688143	0.598771207106	0.522055639004	0.467865445432	0.312525296064	0.541415941578	0.481410276394	0.641068312587	0.289286960077	0.703292283398	0.271072553791	0.572223799613	0.747872161946	0.397591030331	0.405040597198	0.313580552413	0.604791933211	0.549148847493	0.872393836889	0.677824613087	0.592009387359	0.709108487213	0.737987200094	0.493896551628	0.406739435603	0.336092361186	0.646708471012	0.704113259998	0.452674487115	0.308406215882	0.267846504527	0.377840592788	0.350542070928	0.268647858433	0.423732414541	0.324281065339	0.921401735504	0.691534874862	0.436565771461	0.648297210573	0.270603268987	0.290555411024	0.519217219237	0.656854935418	0.795760987206	0.885602451035	0.3087250943	0.362613007194	0.815029095969	0.422582188965	0.452302422011	0.33672656714	0.337617032285	0.405153782583	0.346164251577	0.459219636446	0.340003820509	0.310123607493	0.324107117611	0.284763060505	0.347890099018	0.39348796484	0.443717241336	0.396254438509	0.569799181644	0.847638741331	0.457965451029	0.396187172803	0.29296683868	0.702709661519	0.379395970701	0.602475955317	0.747453888721	0.45803920788	0.665252603516	0.272275726544	0.300050992751	0.624534540824	0.338504195108	0.572691942173	0.750942226667	0.242332909089	0.516713275293	0.793809157267	0.582495714343	0.612172315247	0.41134162793	0.363743427879
BP357B	0.301541722727	0.0743537502837	0.201898810831	0.0	0.216971140102	0.277039288145	0.240426588728	0.256786632242	0.126033667177	0.19634502818	0.233107681851	0.279317003229	0.27753980268	0.192157881868	0.238595896436	0.262005727057	0.189855222718	0.220179705456	0.23825421545	0.214488937572	0.190751943546	0.513684562311	0.515117143023	0.231417677886	0.246316346106	0.251492432393	0.28721990261	0.420482470492	0.22373296643	0.236929495513	0.528548426586	0.217143352147	0.247267365335	0.34212061793	0.250141000676	0.280122660127	0.269008520522	0.737155799046	0.753369808782	0.353332571021	0.379802628624	0.17117450416	0.239365054741	0.343898976896	0.261125459956	0.600422856002	0.261900474051	0.25484230391	0.211942747726	0.277043041665	0.248024246122	0.529036563266	0.244178093298	0.274492191595	0.281794073716	0.329376036355	0.280238003656	0.271742588801	0.23557859717	0.346597046613	0.268208400629	0.730022110672	0.718088435518	0.404452877016	0.370060971003	0.454171780538	0.47477193792	0.681665408063	0.273705402176	0.789471047019	0.281580293143	0.225060791189	0.330942920157	0.221508093064	0.3800199603	0.39992279769	0.256448190607	0.253604899626	0.337362327573	0.256885403147	0.298710819094	0.405901803012	0.238077725224	0.741502899027	0.510740932431	0.358608776622	0.52229132852	0.40256675808	0.30249934381	0.276545100338	0.240350264253	0.26278119046	0.218437574024	0.61692051097	0.409598727366	0.31185627913	0.728670714104	0.509046911369	0.352284123364	0.490146315555	0.320196702553	0.231540456605	0.384106487004	0.225393937005	0.42465916915	0.670156629549	0.385348500433	0.303311323873	0.598391136161	0.648017609842	0.574528712286	0.511508674334	0.479313475879	0.373318253987	0.537992034544	0.490555421664	0.631977661538	0.233925559103	0.701048239015	0.276228517014	0.570329542522	0.750849878163	0.407403545132	0.418175091143	0.341208886441	0.599586869053	0.549081068209	0.879468545171	0.672000837392	0.5724375945	0.697894012185	0.727080565889	0.479089306533	0.399150342412	0.34363623963	0.64065296743	0.71399006477	0.455744378856	0.277075081227	0.231023690001	0.365139576396	0.294147478638	0.259480890362	0.442277506978	0.278936818687	0.916042112695	0.671332474817	0.464487755352	0.637852377483	0.242867767419	0.253875611497	0.502205059201	0.638422015081	0.811632429831	0.880822062744	0.365438459033	0.279838410879	0.802292896423	0.406255685825	0.476646081312	0.289055068535	0.344107376267	0.429930905458	0.34407643485	0.439035911492	0.298389611431	0.277519021553	0.341964025336	0.291337010845	0.352705509601	0.41794343482	0.440451866493	0.40012610082	0.559818918076	0.842966634421	0.465883672997	0.379181838817	0.258017907437	0.696644476436	0.403949988925	0.604316548474	0.729526302111	0.469943343686	0.665977450367	0.300328851489	0.31514699316	0.612658202189	0.331717487121	0.555017111373	0.753468282206	0.259432824616	0.469660900127	0.789704315435	0.584232935707	0.596874320824	0.378358989157	0.312641894799
BP414B	0.214510176208	0.206816826395	0.197557330204	0.216971140102	0.0	0.198372902636	0.157291923978	0.171802629915	0.244401424375	0.19070308837	0.200707080664	0.245779809237	0.16615098522	0.183152406269	0.210499508258	0.213768001252	0.18412513882	0.190545648021	0.194450100239	0.206689021968	0.216197852123	0.489998722299	0.481252165004	0.114093106031	0.250650681461	0.127256557876	0.207726578801	0.414327905969	0.237155606314	0.230159872538	0.485818820503	0.189279428747	0.249785188518	0.288499853616	0.232738433276	0.242296634903	0.233632616015	0.747083713728	0.742184463167	0.297977808589	0.325873572696	0.270449576294	0.265358338614	0.298188645387	0.281018077224	0.588852301346	0.207228107435	0.267474303751	0.215153481354	0.246102156896	0.252188899168	0.546351124484	0.270681315038	0.308240502773	0.21970522829	0.278273600835	0.290032592443	0.305107382553	0.217835863676	0.266992579142	0.286229079329	0.755742257116	0.722200697108	0.360360259015	0.273891408013	0.409703350144	0.455303977779	0.70647533395	0.203527112129	0.789059031348	0.301415178699	0.212675363594	0.256855768649	0.136982378783	0.337724021413	0.316696218368	0.253594853839	0.225475531278	0.237339551166	0.287177400533	0.276693923445	0.345905243493	0.221544380549	0.745001146232	0.470238735036	0.313965552892	0.481815365398	0.350554071981	0.301275627469	0.280185169098	0.290540296305	0.271784943377	0.193045687353	0.620395830534	0.355755151238	0.232671724236	0.712885217403	0.486630547844	0.337897732996	0.458579376063	0.222712860779	0.216410054415	0.338762570796	0.263377309666	0.387153238523	0.680728308132	0.322994999494	0.249344759004	0.597374185868	0.675535787857	0.575662481046	0.494521535715	0.49104748265	0.338433791283	0.521087494195	0.467714107976	0.606449526093	0.260677302293	0.712654610543	0.250300569945	0.573834106131	0.75906947976	0.38910638259	0.376199056159	0.296545164328	0.605829184332	0.551332392137	0.887956806873	0.671589422002	0.578551068302	0.691356194929	0.739307898208	0.443225331813	0.397103929446	0.300455603327	0.637710455235	0.717954915556	0.413887940153	0.276250095975	0.215484478425	0.363629848557	0.311966727165	0.245443191456	0.428610850135	0.283265670818	0.936557872499	0.69985529818	0.43667235581	0.651675008565	0.224279089552	0.260457085883	0.505225328324	0.632228151596	0.802926873983	0.897068298451	0.290002787938	0.31599099295	0.792710907129	0.423027221504	0.444128112033	0.272664742698	0.285420548907	0.379385784634	0.328272837037	0.408546855418	0.281194670481	0.269530436498	0.317337917443	0.290872073066	0.304698598226	0.374592484562	0.409556474371	0.394193568201	0.535874359148	0.858808102485	0.449242623118	0.352199161368	0.283691622868	0.705058442473	0.356857810474	0.57015378043	0.724898206853	0.41671802392	0.678509370264	0.175852934013	0.218229626071	0.594217919521	0.281814412159	0.521352458715	0.729841243561	0.169718960278	0.477128081449	0.781960452226	0.557744041393	0.580299045452	0.404850092064	0.385365100397
BP432B	0.123596031329	0.271447165046	0.25906872719	0.277039288145	0.198372902636	0.0	0.232249896462	0.194785682337	0.30102299228	0.238225101017	0.159086073602	0.184607420079	0.214565670309	0.213172265675	0.255329102667	0.124386699739	0.242851382973	0.233598744311	0.225344546031	0.243136488854	0.248158899989	0.475871151426	0.453264573287	0.18187969161	0.257501412245	0.199315657201	0.15788869065	0.41213505091	0.315588732826	0.234473762855	0.480464628161	0.248073557908	0.256527214514	0.254600195997	0.235313421247	0.228578554958	0.230679864272	0.749738077292	0.726440460994	0.2431643779	0.298979784815	0.325069923001	0.266404451906	0.244703892457	0.295671744711	0.573325405783	0.223241251047	0.260255102844	0.253477100514	0.281433750821	0.259622762294	0.560373211901	0.288627544239	0.30061519847	0.129914468285	0.242201817379	0.284357922127	0.309954702499	0.250284131496	0.249407088083	0.288614063171	0.767700752916	0.726145821479	0.305599878434	0.249382499993	0.3241049429	0.388329569116	0.710728482134	0.264432307297	0.797832076078	0.287225470517	0.231669933919	0.253268470774	0.217393725148	0.292639411614	0.262937380173	0.289267948056	0.272453677478	0.218086216493	0.301894141898	0.265744067055	0.300936318025	0.223995552452	0.753117353434	0.447625438812	0.288273898868	0.454155978589	0.241785955693	0.290498697425	0.26239761077	0.314294256275	0.254520100714	0.22854686832	0.613224069001	0.255665101269	0.253992466806	0.692700767705	0.470699254532	0.326582585857	0.42576922405	0.254681317007	0.218734700836	0.298803976673	0.279463776005	0.296063974349	0.661745671083	0.311757054299	0.272342293092	0.59518372114	0.6825744941	0.565434525755	0.481175686872	0.487893793021	0.371126954522	0.502766597632	0.464197363541	0.569678703096	0.282975282444	0.71944090571	0.218080581584	0.577813041233	0.771476842418	0.366889616622	0.336050482026	0.245848023621	0.60246806634	0.544169829541	0.900652099224	0.670147017008	0.575697980565	0.690969037033	0.73369751038	0.425392025265	0.350634240851	0.193863403489	0.636283205767	0.720563594559	0.358721853425	0.281503391639	0.264407281377	0.32966833985	0.304158653348	0.289272835812	0.368198965079	0.284410736051	0.951460341122	0.711816349189	0.366107208643	0.650942361137	0.263574785747	0.295571274588	0.508487323378	0.612430026025	0.793338550208	0.909448198378	0.258243008384	0.37013232949	0.783015847788	0.402752567767	0.377922222612	0.301246213654	0.291505020189	0.285620416145	0.31213358774	0.393195281555	0.285280866718	0.270983277281	0.390976882968	0.314575686433	0.253397081139	0.290399170226	0.409567872094	0.344365303635	0.524378094046	0.866399222201	0.378669332935	0.322294228209	0.330980606953	0.705278651925	0.269361565587	0.544873033918	0.701946265223	0.393475702849	0.686514602708	0.213412631128	0.247033297936	0.586459363603	0.207989825111	0.51265189876	0.727531078253	0.262285652071	0.483574344608	0.78074663934	0.553020812148	0.575020394875	0.397820127578	0.42678437422
BP416B	0.259445992044	0.229512107758	0.245910886007	0.240426588728	0.157291923978	0.232249896462	0.0	0.15176781177	0.273570207235	0.219955036103	0.215220342668	0.227032242757	0.1934590506	0.175425333089	0.269670141275	0.261076847071	0.212501732393	0.233252361913	0.190859670211	0.189584855245	0.234729753273	0.517095530918	0.501188835647	0.124793515475	0.250987893733	0.127613262467	0.202821949676	0.449679021059	0.297387108154	0.21736333446	0.512985161562	0.241377129493	0.258655113343	0.29915711128	0.23801240256	0.25713441724	0.206812595987	0.79221176102	0.781459389194	0.290193317622	0.333628368145	0.297922869264	0.278576544074	0.295477500602	0.255078361792	0.623435037577	0.210034099245	0.290796379064	0.212608403448	0.272652185863	0.225233216183	0.583519249191	0.292977004736	0.295094189003	0.238520807922	0.326482355104	0.298532340579	0.282050780423	0.246057560432	0.256873573552	0.299981523825	0.791872665702	0.762450026626	0.369805341454	0.287890361221	0.420246597903	0.472863218779	0.745400798747	0.19400430069	0.830412050038	0.289749095184	0.219613466924	0.229028361033	0.178603460989	0.32761453876	0.313095707692	0.288895375824	0.258044444511	0.269097658872	0.302547744569	0.306490947252	0.374159380798	0.256981325486	0.781379197841	0.480810860691	0.30435012214	0.485665228619	0.350651424487	0.299393476144	0.291833362193	0.309359532718	0.286376369666	0.234016013507	0.65772939223	0.370937157474	0.213021309966	0.743141281907	0.520287932276	0.371242091826	0.480186672937	0.278635583473	0.243117122179	0.377647985216	0.272289037627	0.395959506325	0.707063731187	0.296944376712	0.270582928599	0.639310781622	0.709696454669	0.605483288707	0.526694806606	0.522751167773	0.394987413694	0.557125167019	0.490132962349	0.63260311815	0.248790791111	0.753860952678	0.30697670692	0.616478059931	0.797252193563	0.43910873016	0.411668772368	0.325138125495	0.643808543352	0.589652897668	0.927243307528	0.712149502336	0.617965172945	0.729995845861	0.779110594871	0.472805869253	0.404275970335	0.292466385263	0.676142029248	0.755015935374	0.393537634227	0.248786313115	0.242411261013	0.382536701587	0.317452269589	0.261022672834	0.448462864856	0.24246506689	0.968299324047	0.733763960556	0.454680046497	0.692732028885	0.247475519419	0.266059837762	0.541834255238	0.661777796427	0.844184930915	0.931551470401	0.301773391822	0.314750109352	0.831175194346	0.438934513456	0.464480813554	0.23609255432	0.244574946882	0.385323931561	0.326383085007	0.425144099432	0.233681146726	0.22841677102	0.364003786866	0.313630002025	0.308125159723	0.402460702839	0.448481526989	0.410999398295	0.570883376999	0.894474974971	0.45766653947	0.390541832442	0.315164222259	0.744801244855	0.359656777577	0.600196044302	0.761134878853	0.446455749391	0.718483258489	0.206879106125	0.179939459644	0.629059104426	0.276802003871	0.548198800488	0.770173639187	0.231171502907	0.502808230496	0.822173155265	0.593860284371	0.602654128761	0.404681816246	0.401862110435
BP417B	0.229177835131	0.246808213603	0.268679142664	0.256786632242	0.171802629915	0.194785682337	0.15176781177	0.0	0.297233582285	0.247970448458	0.171451236576	0.176900217316	0.177403651398	0.188963896824	0.295557304215	0.22596844905	0.233947393571	0.241844712095	0.182194609525	0.170692069265	0.223641511264	0.467046753437	0.447070972924	0.120465650778	0.268150970074	0.146246523633	0.199775373408	0.41225154978	0.332175205612	0.207708855617	0.478000331207	0.260409200496	0.221394865146	0.25134226596	0.248365505674	0.242105392315	0.225188772383	0.754498850672	0.737367661336	0.247870304215	0.289417090883	0.32178650565	0.258394114247	0.261542770324	0.227387096121	0.58223595762	0.203124860445	0.278857904769	0.183123808001	0.299365760085	0.213302983128	0.559590235315	0.287789680334	0.306943072856	0.210851674196	0.278145454056	0.28935611707	0.29007795203	0.248282866606	0.25794370059	0.287201355132	0.773072484839	0.726181225964	0.324083294897	0.294670757044	0.40581179194	0.460067464199	0.721891948284	0.220309570146	0.796944811027	0.299735164083	0.215840929815	0.228256480675	0.206520118636	0.308167403167	0.292711974681	0.297042937991	0.278883698956	0.271307536979	0.295844355266	0.278077928548	0.324464699746	0.234316541262	0.75820707014	0.431998305754	0.307689418708	0.440530042909	0.324892801749	0.298619974543	0.277593938561	0.309805428388	0.274466685138	0.213467976104	0.617147692441	0.342286888677	0.214320605815	0.695099932877	0.471879807645	0.322866189108	0.432922822292	0.270805753793	0.213357891269	0.32418398713	0.25407521212	0.383803086091	0.682290789638	0.235690260044	0.291480792903	0.605781073866	0.696506243008	0.5834038688	0.478810315903	0.499253598007	0.414597295056	0.517778348402	0.4822646323	0.580737007055	0.249709575017	0.722785154095	0.262729878827	0.577435574041	0.774843664297	0.395847024743	0.357535201941	0.286026120956	0.613592791089	0.552734871061	0.897012602897	0.672887023886	0.582288478055	0.690158150569	0.743774725156	0.423830110699	0.396351021057	0.275728131643	0.636610383791	0.729217793743	0.368491676834	0.24748208364	0.233853784564	0.366820055729	0.303640055357	0.287893941513	0.43716185219	0.243379185867	0.950430876613	0.718542944325	0.440399156359	0.663318845187	0.236564163245	0.267299981797	0.504840796528	0.61475227988	0.801766765424	0.906126764502	0.281859946299	0.306844783539	0.788059757091	0.419543547482	0.450259230441	0.234887131889	0.238640801795	0.368090437355	0.327305631521	0.380456752705	0.221682218748	0.23318978678	0.385100715181	0.320933346829	0.283700358236	0.374321054969	0.400895602447	0.401374058727	0.514472925989	0.86724401076	0.440349490007	0.359878699141	0.32031000714	0.711480419119	0.32119776215	0.550599402779	0.720478468407	0.394989641303	0.684672292526	0.199589468864	0.201123857993	0.584473808281	0.234982886258	0.477583724451	0.719858923854	0.248170986828	0.464467982398	0.787367245124	0.542984297502	0.550840720343	0.386480066847	0.411418627522
BP363B	0.309995465357	0.128524211682	0.192433235173	0.126033667177	0.244401424375	0.30102299228	0.273570207235	0.297233582285	0.0	0.186650514833	0.284340908338	0.323434321677	0.309740072788	0.201538539241	0.219239986875	0.289549642869	0.187610551064	0.210725764219	0.270153424958	0.24775149384	0.222481542482	0.562485238914	0.556921212176	0.259955758738	0.239428511915	0.276817278981	0.303010616641	0.446981215134	0.181224534338	0.259150202572	0.554626842151	0.206044753197	0.289011630214	0.379801897143	0.231945284399	0.283616408745	0.270452662932	0.767002243169	0.770489428503	0.37979281778	0.416152818703	0.125278580632	0.265243719321	0.364363636407	0.302144915091	0.636935530865	0.279434950685	0.256571728197	0.248871605563	0.283170603884	0.27421332161	0.547974397919	0.272005691945	0.307183283719	0.31057658747	0.355016757565	0.291883104216	0.299666283183	0.263266646814	0.35479855585	0.296186855883	0.748113652105	0.74454411324	0.428343150786	0.362785660329	0.448427506036	0.467767777608	0.705601470385	0.306760911943	0.801309498506	0.296809384718	0.237399466993	0.347980429585	0.238665118574	0.390215768325	0.40502493555	0.272292406018	0.254819448393	0.333272104046	0.27179021196	0.329171207458	0.424567948518	0.269625505264	0.754108734331	0.549419146553	0.364550142692	0.559533406504	0.404571310166	0.311575906363	0.30734059128	0.259487339492	0.271159393794	0.25959699348	0.64955124261	0.412884869665	0.325927985985	0.759783833765	0.545298131816	0.412277586452	0.533410971607	0.327671338698	0.279017433243	0.405139658134	0.26269213856	0.423562782503	0.694361401745	0.426913200835	0.303136936385	0.631017227849	0.671627844684	0.61531294371	0.548257187678	0.490923140346	0.370309150062	0.571257769441	0.502414892876	0.664964300725	0.249261585841	0.722884558105	0.301293557245	0.609044686317	0.76810239475	0.441837029282	0.452970434587	0.352451133345	0.622304051017	0.584760405534	0.895051644823	0.701544886892	0.61369470425	0.733629971769	0.751914762826	0.519799301556	0.415235828211	0.358354911352	0.673367244965	0.728282413627	0.476896349897	0.294541260521	0.264047205572	0.389967537155	0.324111676797	0.261950016017	0.439225812788	0.303725852644	0.934140689686	0.693976557687	0.456885514357	0.665391022135	0.284382532631	0.278469115875	0.54255732134	0.674522237951	0.822612503971	0.8990359923	0.36960076037	0.319830276119	0.833387901235	0.429984949171	0.471114876865	0.326552928563	0.367633074959	0.433132814676	0.340367479342	0.480251907969	0.32960347665	0.308234218864	0.346823846509	0.285009741337	0.385726572114	0.416533055525	0.467985784267	0.407248477321	0.587386141311	0.860953810443	0.475027467965	0.413520502929	0.278032975896	0.717581259697	0.424263988385	0.631580595142	0.764683983707	0.497074408876	0.690482852182	0.310958717373	0.331954455924	0.638108693276	0.361002952852	0.591933369489	0.774326471969	0.27134397839	0.511685796274	0.81161863021	0.607379964322	0.627062431689	0.418720277016	0.307561542852
